Catálogo de cód                          
Fecha inicio deFecha fin de    Versión     Revisión  
   3/27/2017                     2.0     
                                         
c_CodigoPostal   c_Estado    c_Municipio c_Localidad 
     72828          PUE          119          07     
     72829          PUE                  
     72830          PUE          119          07     
     72831          PUE                  
     72832          PUE                  
     72833          PUE                  
     72834          PUE                  
     72835          PUE                  
     72836          PUE                  
     72837          PUE                  
     72838          PUE                  
     72839          PUE                  
     72840          PUE          119          07     
     72841          PUE                  
     72842          PUE                  
     72843          PUE          119          07     
     72844          PUE                  
     72845          PUE          119          07     
     72846          PUE          119          07     
     72847          PUE                  
     72848          PUE          119          07     
     72849          PUE                  
     72850          PUE          106     
     72851          PUE                  
     72852          PUE                  
     72853          PUE                  
     72854          PUE                  
     72855          PUE                  
     72856          PUE                  
     72857          PUE                  
     72858          PUE                  
     72859          PUE                  
     72860          PUE          106     
     72861          PUE          106     
     72862          PUE                  
     72863          PUE                  
     72864          PUE          106     
     72865          PUE                  
     72866          PUE                  
     72867          PUE          106     
     72868          PUE                  
     72869          PUE                  
     72870          PUE                  
     72871          PUE                  
     72872          PUE                  
     72873          PUE                  
     72874          PUE                  
     72875          PUE                  
     72876          PUE                  
     72877          PUE                  
     72878          PUE                  
     72879          PUE                  
     72880          PUE                  
     72881          PUE                  
     72882          PUE                  
     72883          PUE                  
     72884          PUE                  
     72885          PUE                  
     72886          PUE                  
     72887          PUE                  
     72888          PUE                  
     72889          PUE                  
     72890          PUE                  
     72891          PUE                  
     72892          PUE                  
     72893          PUE                  
     72894          PUE                  
     72895          PUE                  
     72896          PUE                  
     72897          PUE                  
     72898          PUE                  
     72899          PUE                  
     72900          PUE          114     
     72901          PUE                  
     72902          PUE                  
     72903          PUE                  
     72904          PUE                  
     72905          PUE                  
     72906          PUE                  
     72907          PUE                  
     72908          PUE                  
     72909          PUE                  
     72910          PUE                  
     72911          PUE                  
     72912          PUE                  
     72913          PUE                  
     72914          PUE                  
     72915          PUE                  
     72916          PUE                  
     72917          PUE                  
     72918          PUE                  
     72919          PUE                  
     72920          PUE                  
     72921          PUE                  
     72922          PUE                  
     72923          PUE                  
     72924          PUE                  
     72925          PUE                  
     72926          PUE                  
     72927          PUE                  
     72928          PUE                  
     72929          PUE                  
     72930          PUE                  
     72931          PUE                  
     72932          PUE                  
     72933          PUE                  
     72934          PUE                  
     72935          PUE                  
     72936          PUE                  
     72937          PUE                  
     72938          PUE                  
     72939          PUE                  
     72940          PUE                  
     72941          PUE                  
     72942          PUE                  
     72943          PUE          114     
     72944          PUE                  
     72945          PUE                  
     72946          PUE                  
     72947          PUE                  
     72948          PUE                  
     72949          PUE                  
     72950          PUE                  
     72951          PUE                  
     72952          PUE                  
     72953          PUE                  
     72954          PUE                  
     72955          PUE                  
     72956          PUE                  
     72957          PUE                  
     72958          PUE                  
     72959          PUE                  
     72960          PUE          114     
     72961          PUE                  
     72962          PUE                  
     72963          PUE                  
     72964          PUE                  
     72965          PUE                  
     72966          PUE                  
     72967          PUE          114     
     72968          PUE          114     
     72969          PUE                  
     72970          PUE          114     
     72971          PUE          114     
     72972          PUE                  
     72973          PUE          114     
     72974          PUE                  
     72975          PUE          114     
     72976          PUE                  
     72977          PUE          114     
     72978          PUE          114     
     72979          PUE                  
     72980          PUE          015          17     
     72981          PUE                  
     72982          PUE                  
     72983          PUE          015          17     
     72984          PUE          015     
     72985          PUE          015     
     72986          PUE          015     
     72987          PUE          015     
     72988          PUE          015     
     72989          PUE                  
     72990          PUE          015          17     
     72991          PUE                  
     72992          PUE          015          17     
     72993          PUE          015          17     
     72994          PUE          015          17     
     72995          PUE          015          17     
     72996          PUE          015          17     
     72997          PUE          015     
     72998          PUE          015     
     72999          PUE                  
     73000          PUE          064     
     73001          PUE                  
     73002          PUE                  
     73003          PUE                  
     73004          PUE                  
     73005          PUE          064     
     73006          PUE                  
     73007          PUE                  
     73008          PUE          064     
     73009          PUE          064     
     73010          PUE          064     
     73011          PUE          064     
     73012          PUE          064     
     73013          PUE          064     
     73014          PUE          064     
     73015          PUE          064     
     73016          PUE                  
     73017          PUE                  
     73018          PUE                  
     73019          PUE                  
     73020          PUE          111     
     73021          PUE          111     
     73022          PUE                  
     73023          PUE          111     
     73024          PUE                  
     73025          PUE          111     
     73026          PUE          111     
     73027          PUE          111     
     73028          PUE          111     
     73029          PUE          111     
     73030          PUE          194     
     73031          PUE                  
     73032          PUE                  
     73033          PUE                  
     73034          PUE                  
     73035          PUE                  
     73036          PUE          194     
     73037          PUE          194     
     73038          PUE                  
     73039          PUE                  
     73040          PUE          194     
     73041          PUE                  
     73042          PUE          194     
     73043          PUE                  
     73044          PUE                  
     73045          PUE          194     
     73046          PUE          194     
     73047          PUE                  
     73048          PUE          194     
     73049          PUE          194     
     73050          PUE          086     
     73051          PUE                  
     73052          PUE                  
     73053          PUE          086     
     73054          PUE          086     
     73055          PUE          086     
     73056          PUE          086     
     73057          PUE          086     
     73058          PUE          086     
     73059          PUE                  
     73060          PUE          187     
     73061          PUE                  
     73062          PUE                  
     73063          PUE          187     
     73064          PUE          187     
     73065          PUE          187     
     73066          PUE                  
     73067          PUE                  
     73068          PUE          187     
     73069          PUE          187     
     73070          PUE          178     
     73071          PUE          178     
     73072          PUE          178     
     73073          PUE          178     
     73074          PUE          178     
     73075          PUE          178     
     73076          PUE          178     
     73077          PUE          178     
     73078          PUE                  
     73079          PUE                  
     73080          PUE          197          15     
     73081          PUE                  
     73082          PUE                  
     73083          PUE                  
     73084          PUE                  
     73085          PUE                  
     73086          PUE                  
     73087          PUE                  
     73088          PUE          197     
     73089          PUE          197     
     73090          PUE          197     
     73091          PUE          197     
     73092          PUE                  
     73093          PUE                  
     73094          PUE          197     
     73095          PUE          197     
     73096          PUE          197     
     73097          PUE          197     
     73098          PUE          197     
     73099          PUE          197     
     73100          PUE          109     
     73101          PUE          109     
     73102          PUE                  
     73103          PUE          109     
     73104          PUE                  
     73105          PUE                  
     73106          PUE                  
     73107          PUE                  
     73108          PUE                  
     73109          PUE                  
     73110          PUE          109     
     73111          PUE                  
     73112          PUE          109     
     73113          PUE          109     
     73114          PUE                  
     73115          PUE          109     
     73116          PUE                  
     73117          PUE          109     
     73118          PUE                  
     73119          PUE          109     
     73120          PUE          057     
     73121          PUE                  
     73122          PUE                  
     73123          PUE                  
     73124          PUE                  
     73125          PUE                  
     73126          PUE                  
     73127          PUE                  
     73128          PUE          057     
     73129          PUE          057     
     73130          PUE          057     
     73131          PUE                  
     73132          PUE                  
     73133          PUE          057     
     73134          PUE          057     
     73135          PUE          057     
     73136          PUE                  
     73137          PUE                  
     73138          PUE                  
     73139          PUE                  
     73140          PUE          100     
     73141          PUE          100     
     73142          PUE          100     
     73143          PUE                  
     73144          PUE                  
     73145          PUE                  
     73146          PUE                  
     73147          PUE          100     
     73148          PUE                  
     73149          PUE                  
     73150          PUE                  
     73151          PUE                  
     73152          PUE                  
     73153          PUE                  
     73154          PUE                  
     73155          PUE                  
     73156          PUE                  
     73157          PUE                  
     73158          PUE                  
     73159          PUE                  
     73160          PUE          071     
     73161          PUE          071     
     73162          PUE          071     
     73163          PUE          071     
     73164          PUE          071     
     73165          PUE          071     
     73166          PUE          071     
     73167          PUE          071     
     73168          PUE          071     
     73169          PUE          071     
     73170          PUE          071          09     
     73171          PUE                  
     73172          PUE          071          09     
     73173          PUE          071     
     73174          PUE          071          09     
     73175          PUE          071          09     
     73176          PUE          071          09     
     73177          PUE          071          09     
     73178          PUE          071          09     
     73179          PUE                  
     73180          PUE          008     
     73181          PUE          008     
     73182          PUE                  
     73183          PUE                  
     73184          PUE                  
     73185          PUE          008     
     73186          PUE                  
     73187          PUE                  
     73188          PUE                  
     73189          PUE                  
     73190          PUE          008     
     73191          PUE          008     
     73192          PUE                  
     73193          PUE          008     
     73194          PUE                  
     73195          PUE          008     
     73196          PUE                  
     73197          PUE                  
     73198          PUE                  
     73199          PUE                  
     73200          PUE          091     
     73201          PUE                  
     73202          PUE                  
     73203          PUE          091     
     73204          PUE          091     
     73205          PUE          091     
     73206          PUE          091     
     73207          PUE                  
     73208          PUE                  
     73209          PUE                  
     73210          PUE          091     
     73211          PUE          091     
     73212          PUE                  
     73213          PUE          091     
     73214          PUE          091     
     73215          PUE          091     
     73216          PUE                  
     73217          PUE                  
     73218          PUE                  
     73219          PUE                  
     73220          PUE          183     
     73221          PUE                  
     73222          PUE          183     
     73223          PUE          183     
     73224          PUE          183     
     73225          PUE          183     
     73226          PUE          183     
     73227          PUE          183     
     73228          PUE          183     
     73229          PUE                  
     73230          PUE          183     
     73231          PUE                  
     73232          PUE          183     
     73233          PUE          183     
     73234          PUE          183     
     73235          PUE          183     
     73236          PUE          183     
     73237          PUE          183     
     73238          PUE                  
     73239          PUE                  
     73240          PUE          213     
     73241          PUE          213     
     73242          PUE          213     
     73243          PUE          213     
     73244          PUE          213     
     73245          PUE          213     
     73246          PUE          213     
     73247          PUE          213     
     73248          PUE          213     
     73249          PUE                  
     73250          PUE                  
     73251          PUE          213     
     73252          PUE                  
     73253          PUE          213     
     73254          PUE                  
     73255          PUE          213     
     73256          PUE          213     
     73257          PUE          213     
     73258          PUE                  
     73259          PUE          213     
     73260          PUE          089     
     73261          PUE                  
     73262          PUE                  
     73263          PUE          089     
     73264          PUE          089     
     73265          PUE                  
     73266          PUE          089     
     73267          PUE                  
     73268          PUE                  
     73269          PUE                  
     73270          PUE          089     
     73271          PUE          089     
     73272          PUE                  
     73273          PUE          089     
     73274          PUE          089     
     73275          PUE          089     
     73276          PUE          089     
     73277          PUE                  
     73278          PUE                  
     73279          PUE                  
     73280          PUE          184     
     73281          PUE                  
     73282          PUE          184     
     73283          PUE          184     
     73284          PUE          184     
     73285          PUE          184     
     73286          PUE          184     
     73287          PUE                  
     73288          PUE          184     
     73289          PUE          184     
     73290          PUE                  
     73291          PUE                  
     73292          PUE                  
     73293          PUE                  
     73294          PUE                  
     73295          PUE                  
     73296          PUE                  
     73297          PUE                  
     73298          PUE          053     
     73299          PUE          053     
     73300          PUE          053     
     73301          PUE          053     
     73302          PUE          053     
     73303          PUE          053     
     73304          PUE          053     
     73305          PUE          053     
     73306          PUE          053     
     73307          PUE          053     
     73308          PUE          053     
     73309          PUE          053     
     73310          PUE          208          14     
     73311          PUE                  
     73312          PUE          208     
     73313          PUE          208     
     73314          PUE          208     
     73315          PUE          208     
     73316          PUE          208     
     73317          PUE          208     
     73318          PUE          208     
     73319          PUE          208     
     73320          PUE          049     
     73321          PUE          049     
     73322          PUE                  
     73323          PUE                  
     73324          PUE          049     
     73325          PUE                  
     73326          PUE                  
     73327          PUE          049     
     73328          PUE          049     
     73329          PUE          049     
     73330          PUE          006     
     73331          PUE                  
     73332          PUE                  
     73333          PUE                  
     73334          PUE                  
     73335          PUE                  
     73336          PUE                  
     73337          PUE          006     
     73338          PUE          006     
     73339          PUE                  
     73340          PUE          167     
     73341          PUE          167     
     73342          PUE          167     
     73343          PUE          167     
     73344          PUE          167     
     73345          PUE                  
     73346          PUE                  
     73347          PUE                  
     73348          PUE          167     
     73349          PUE                  
     73350          PUE          123     
     73351          PUE                  
     73352          PUE                  
     73353          PUE          123     
     73354          PUE          123     
     73355          PUE          123     
     73356          PUE                  
     73357          PUE          123     
     73358          PUE                  
     73359          PUE                  
     73360          PUE          014     
     73361          PUE                  
     73362          PUE                  
     73363          PUE                  
     73364          PUE          014     
     73365          PUE                  
     73366          PUE                  
     73367          PUE                  
     73368          PUE                  
     73369          PUE                  
     73370          PUE          162     
     73371          PUE                  
     73372          PUE                  
     73373          PUE                  
     73374          PUE                  
     73375          PUE                  
     73376          PUE          162     
     73377          PUE                  
     73378          PUE                  
     73379          PUE                  
     73380          PUE          215     
     73381          PUE                  
     73382          PUE                  
     73383          PUE                  
     73384          PUE                  
     73385          PUE          215     
     73386          PUE          215     
     73387          PUE                  
     73388          PUE                  
     73389          PUE                  
     73390          PUE          068     
     73391          PUE                  
     73392          PUE          068     
     73393          PUE                  
     73394          PUE                  
     73395          PUE          068     
     73396          PUE          068     
     73397          PUE          068     
     73398          PUE                  
     73399          PUE                  
     73400          PUE          107     
     73401          PUE          107     
     73402          PUE                  
     73403          PUE          107     
     73404          PUE          107     
     73405          PUE          107     
     73406          PUE          107     
     73407          PUE          107     
     73408          PUE                  
     73409          PUE                  
     73410          PUE          030     
     73411          PUE                  
     73412          PUE                  
     73413          PUE                  
     73414          PUE                  
     73415          PUE                  
     73416          PUE                  
     73417          PUE                  
     73418          PUE                  
     73419          PUE                  
     73420          PUE          028     
     73421          PUE                  
     73422          PUE                  
     73423          PUE                  
     73424          PUE                  
     73425          PUE          028     
     73426          PUE                  
     73427          PUE                  
     73428          PUE                  
     73429          PUE                  
     73430          PUE          077     
     73431          PUE          077     
     73432          PUE                  
     73433          PUE          077     
     73434          PUE          077     
     73435          PUE          077     
     73436          PUE          077     
     73437          PUE          077     
     73438          PUE          077     
     73439          PUE                  
     73440          PUE          210     
     73441          PUE                  
     73442          PUE                  
     73443          PUE                  
     73444          PUE                  
     73445          PUE                  
     73446          PUE                  
     73447          PUE                  
     73448          PUE                  
     73449          PUE                  
     73450          PUE          078     
     73451          PUE                  
     73452          PUE                  
     73453          PUE          078     
     73454          PUE          078     
     73455          PUE          078     
     73456          PUE          078     
     73457          PUE          078     
     73458          PUE                  
     73459          PUE                  
     73460          PUE          202     
     73461          PUE                  
     73462          PUE                  
     73463          PUE                  
     73464          PUE          202     
     73465          PUE                  
     73466          PUE          202     
     73467          PUE          202     
     73468          PUE          202     
     73469          PUE                  
     73470          PUE          072     
     73471          PUE          072     
     73472          PUE                  
     73473          PUE          072     
     73474          PUE          072     
     73475          PUE          072     
     73476          PUE          072     
     73477          PUE          072     
     73478          PUE                  
     73479          PUE                  
     73480          PUE          084     
     73481          PUE                  
     73482          PUE          084     
     73483          PUE                  
     73484          PUE                  
     73485          PUE                  
     73486          PUE          084     
     73487          PUE                  
     73488          PUE                  
     73489          PUE                  
     73490          PUE          080     
     73491          PUE                  
     73492          PUE                  
     73493          PUE          080     
     73494          PUE                  
     73495          PUE          080     
     73496          PUE                  
     73497          PUE                  
     73498          PUE                  
     73499          PUE                  
     73500          PUE          158     
     73501          PUE                  
     73502          PUE          158     
     73503          PUE          158     
     73504          PUE          158     
     73505          PUE          158     
     73506          PUE          158     
     73507          PUE          158     
     73508          PUE                  
     73509          PUE          158     
     73510          PUE          192     
     73511          PUE                  
     73512          PUE                  
     73513          PUE                  
     73514          PUE          192     
     73515          PUE          192     
     73516          PUE          192     
     73517          PUE          192     
     73518          PUE          192     
     73519          PUE                  
     73520          PUE          029     
     73521          PUE                  
     73522          PUE                  
     73523          PUE                  
     73524          PUE                  
     73525          PUE                  
     73526          PUE                  
     73527          PUE                  
     73528          PUE                  
     73529          PUE                  
     73530          PUE          088     
     73531          PUE                  
     73532          PUE                  
     73533          PUE                  
     73534          PUE                  
     73535          PUE                  
     73536          PUE                  
     73537          PUE          088     
     73538          PUE          088     
     73539          PUE          088     
     73540          PUE          216     
     73541          PUE                  
     73542          PUE                  
     73543          PUE                  
     73544          PUE                  
     73545          PUE                  
     73546          PUE                  
     73547          PUE                  
     73548          PUE                  
     73549          PUE                  
     73550          PUE          101     
     73551          PUE                  
     73552          PUE                  
     73553          PUE          101     
     73554          PUE          101     
     73555          PUE          101     
     73556          PUE          101     
     73557          PUE          101     
     73558          PUE                  
     73559          PUE                  
     73560          PUE          043     
     73561          PUE                  
     73562          PUE                  
     73563          PUE          043     
     73564          PUE          043     
     73565          PUE          043     
     73566          PUE          043     
     73567          PUE                  
     73568          PUE                  
     73569          PUE                  
     73570          PUE          025     
     73571          PUE                  
     73572          PUE          025     
     73573          PUE          025     
     73574          PUE                  
     73575          PUE                  
     73576          PUE                  
     73577          PUE                  
     73578          PUE                  
     73579          PUE          025     
     73580          PUE          076     
     73581          PUE          076     
     73582          PUE                  
     73583          PUE          076     
     73584          PUE          076     
     73585          PUE          076     
     73586          PUE          076     
     73587          PUE          076     
     73588          PUE          076     
     73589          PUE                  
     73590          PUE          002     
     73591          PUE          002     
     73592          PUE          002     
     73593          PUE          002     
     73594          PUE          002     
     73595          PUE          002     
     73596          PUE          002     
     73597          PUE          002     
     73598          PUE          002     
     73599          PUE                  
     73600          PUE          039     
     73601          PUE                  
     73602          PUE                  
     73603          PUE                  
     73604          PUE                  
     73605          PUE                  
     73606          PUE                  
     73607          PUE                  
     73608          PUE                  
     73609          PUE                  
     73610          PUE          039     
     73611          PUE          039     
     73612          PUE                  
     73613          PUE          039     
     73614          PUE                  
     73615          PUE          039     
     73616          PUE                  
     73617          PUE                  
     73618          PUE                  
     73619          PUE                  
     73620          PUE          016     
     73621          PUE          016     
     73622          PUE                  
     73623          PUE                  
     73624          PUE                  
     73625          PUE          016     
     73626          PUE                  
     73627          PUE                  
     73628          PUE                  
     73629          PUE                  
     73630          PUE          016     
     73631          PUE          016     
     73632          PUE                  
     73633          PUE          016     
     73634          PUE                  
     73635          PUE          016     
     73636          PUE                  
     73637          PUE          016     
     73638          PUE          016     
     73639          PUE                  
     73640          PUE          172     
     73641          PUE                  
     73642          PUE                  
     73643          PUE                  
     73644          PUE          172     
     73645          PUE          172     
     73646          PUE          172     
     73647          PUE          172     
     73648          PUE                  
     73649          PUE                  
     73650          PUE          172     
     73651          PUE                  
     73652          PUE                  
     73653          PUE                  
     73654          PUE          172     
     73655          PUE          172     
     73656          PUE          172     
     73657          PUE          172     
     73658          PUE          172     
     73659          PUE          172     
     73660          PUE          200     
     73661          PUE          200     
     73662          PUE                  
     73663          PUE          200     
     73664          PUE                  
     73665          PUE          200     
     73666          PUE          200     
     73667          PUE          200     
     73668          PUE                  
     73669          PUE                  
     73670          PUE          200     
     73671          PUE                  
     73672          PUE                  
     73673          PUE                  
     73674          PUE          200     
     73675          PUE                  
     73676          PUE                  
     73677          PUE                  
     73678          PUE                  
     73679          PUE                  
     73680          PUE          207     
     73681          PUE          207     
     73682          PUE                  
     73683          PUE          207     
     73684          PUE          207     
     73685          PUE          207     
     73686          PUE          207     
     73687          PUE          207     
     73688          PUE          207     
     73689          PUE          207     
     73690          PUE          207     
     73691          PUE          207     
     73692          PUE          207     
     73693          PUE          207     
     73694          PUE          207     
     73695          PUE                  
     73696          PUE                  
     73697          PUE          207     
     73698          PUE          207     
     73699          PUE                  
     73700          PUE          211     
     73701          PUE                  
     73702          PUE          211     
     73703          PUE                  
     73704          PUE                  
     73705          PUE                  
     73706          PUE                  
     73707          PUE                  
     73708          PUE                  
     73709          PUE                  
     73710          PUE                  
     73711          PUE                  
     73712          PUE                  
     73713          PUE                  
     73714          PUE                  
     73715          PUE                  
     73716          PUE                  
     73717          PUE                  
     73718          PUE                  
     73719          PUE                  
     73720          PUE          083     
     73721          PUE          083     
     73722          PUE          083     
     73723          PUE          083     
     73724          PUE          083     
     73725          PUE          083     
     73726          PUE          083     
     73727          PUE                  
     73728          PUE                  
     73729          PUE                  
     73730          PUE          083     
     73731          PUE                  
     73732          PUE          083     
     73733          PUE                  
     73734          PUE          083     
     73735          PUE          083     
     73736          PUE          083     
     73737          PUE          083     
     73738          PUE          083     
     73739          PUE          083     
     73740          PUE          212     
     73741          PUE                  
     73742          PUE          212     
     73743          PUE          212     
     73744          PUE                  
     73745          PUE                  
     73746          PUE          212     
     73747          PUE          212     
     73748          PUE          212     
     73749          PUE                  
     73750          PUE          212     
     73751          PUE          212     
     73752          PUE          212     
     73753          PUE          212     
     73754          PUE          212     
     73755          PUE                  
     73756          PUE          212     
     73757          PUE                  
     73758          PUE                  
     73759          PUE          212     
     73760          PUE          105     
     73761          PUE          105     
     73762          PUE                  
     73763          PUE          105     
     73764          PUE          105     
     73765          PUE          105     
     73766          PUE          105     
     73767          PUE                  
     73768          PUE                  
     73769          PUE                  
     73770          PUE          105     
     73771          PUE                  
     73772          PUE                  
     73773          PUE          105     
     73774          PUE          105     
     73775          PUE                  
     73776          PUE                  
     73777          PUE                  
     73778          PUE                  
     73779          PUE                  
     73780          PUE          094     
     73781          PUE                  
     73782          PUE                  
     73783          PUE          094     
     73784          PUE          094     
     73785          PUE          094     
     73786          PUE                  
     73787          PUE                  
     73788          PUE                  
     73789          PUE                  
     73790          PUE          094     
     73791          PUE          094     
     73792          PUE          094     
     73793          PUE                  
     73794          PUE          094     
     73795          PUE          094     
     73796          PUE          094     
     73797          PUE          094     
     73798          PUE          094     
     73799          PUE          094     
     73800          PUE          174          06     
     73801          PUE                  
     73802          PUE                  
     73803          PUE          174          06     
     73804          PUE                  
     73805          PUE                  
     73806          PUE                  
     73807          PUE                  
     73808          PUE                  
     73809          PUE                  
     73810          PUE                  
     73811          PUE          174          06     
     73812          PUE                  
     73813          PUE                  
     73814          PUE                  
     73815          PUE          174          06     
     73816          PUE          174          06     
     73817          PUE                  
     73818          PUE                  
     73819          PUE                  
     73820          PUE          174          06     
     73821          PUE                  
     73822          PUE                  
     73823          PUE                  
     73824          PUE                  
     73825          PUE                  
     73826          PUE                  
     73827          PUE                  
     73828          PUE                  
     73829          PUE                  
     73830          PUE          174          06     
     73831          PUE          174          06     
     73832          PUE                  
     73833          PUE                  
     73834          PUE                  
     73835          PUE                  
     73836          PUE                  
     73837          PUE                  
     73838          PUE                  
     73839          PUE                  
     73840          PUE          174          06     
     73841          PUE          174          06     
     73842          PUE                  
     73843          PUE                  
     73844          PUE                  
     73845          PUE                  
     73846          PUE                  
     73847          PUE                  
     73848          PUE                  
     73849          PUE                  
     73850          PUE          174          06     
     73851          PUE                  
     73852          PUE                  
     73853          PUE                  
     73854          PUE                  
     73855          PUE                  
     73856          PUE                  
     73857          PUE                  
     73858          PUE                  
     73859          PUE                  
     73860          PUE          174          06     
     73861          PUE                  
     73862          PUE                  
     73863          PUE          174          06     
     73864          PUE                  
     73865          PUE                  
     73866          PUE                  
     73867          PUE                  
     73868          PUE                  
     73869          PUE                  
     73870          PUE          174          06     
     73871          PUE                  
     73872          PUE                  
     73873          PUE                  
     73874          PUE                  
     73875          PUE                  
     73876          PUE                  
     73877          PUE                  
     73878          PUE                  
     73879          PUE                  
     73880          PUE          174          06     
     73881          PUE          174          06     
     73882          PUE                  
     73883          PUE                  
     73884          PUE                  
     73885          PUE          174          06     
     73886          PUE          174          06     
     73887          PUE          174          06     
