Catálogo de cód                          
Fecha inicio deFecha fin de    Versión     Revisión  
   3/27/2017                     2.0     
                                         
c_CodigoPostal   c_Estado    c_Municipio c_Localidad 
     59865          MIC          043          04     
     59866          MIC                  
     59867          MIC                  
     59868          MIC                  
     59869          MIC                  
     59870          MIC          043          04     
     59871          MIC                  
     59872          MIC                  
     59873          MIC          043          04     
     59874          MIC          043          04     
     59875          MIC          043          04     
     59876          MIC                  
     59877          MIC                  
     59878          MIC                  
     59879          MIC                  
     59880          MIC          043          04     
     59881          MIC                  
     59882          MIC                  
     59883          MIC                  
     59884          MIC          043          04     
     59885          MIC          043          04     
     59886          MIC                  
     59887          MIC                  
     59888          MIC                  
     59889          MIC                  
     59890          MIC          043          04     
     59891          MIC                  
     59892          MIC                  
     59893          MIC          043          04     
     59894          MIC          043          04     
     59895          MIC                  
     59896          MIC                  
     59897          MIC                  
     59898          MIC                  
     59899          MIC                  
     59900          MIC          043     
     59901          MIC                  
     59902          MIC                  
     59903          MIC                  
     59904          MIC          043     
     59905          MIC          043     
     59906          MIC          043     
     59907          MIC                  
     59908          MIC          043     
     59909          MIC                  
     59910          MIC                  
     59911          MIC                  
     59912          MIC                  
     59913          MIC                  
     59914          MIC                  
     59915          MIC                  
     59916          MIC                  
     59917          MIC                  
     59918          MIC                  
     59919          MIC                  
     59920          MIC          084     
     59921          MIC          084     
     59922          MIC          084     
     59923          MIC          084     
     59924          MIC                  
     59925          MIC          084     
     59926          MIC          084     
     59927          MIC          084     
     59928          MIC          084     
     59929          MIC                  
     59930          MIC          084     
     59931          MIC          084     
     59932          MIC                  
     59933          MIC                  
     59934          MIC          084     
     59935          MIC          084     
     59936          MIC          084     
     59937          MIC          084     
     59938          MIC                  
     59939          MIC                  
     59940          MIC          019          25     
     59941          MIC                  
     59942          MIC                  
     59943          MIC          019     
     59944          MIC          019     
     59945          MIC          019     
     59946          MIC          019     
     59947          MIC          019     
     59948          MIC          019     
     59949          MIC                  
     59950          MIC          019     
     59951          MIC                  
     59952          MIC                  
     59953          MIC          019     
     59954          MIC          019     
     59955          MIC          019     
     59956          MIC          019     
     59957          MIC          019     
     59958          MIC          019     
     59959          MIC                  
     59960          MIC          095     
     59961          MIC                  
     59962          MIC                  
     59963          MIC          095     
     59964          MIC          095     
     59965          MIC          095     
     59966          MIC          095     
     59967          MIC          095     
     59968          MIC                  
     59969          MIC                  
     59970          MIC          095     
     59971          MIC                  
     59972          MIC          095     
     59973          MIC          095     
     59974          MIC          095     
     59975          MIC          095     
     59976          MIC                  
     59977          MIC                  
     59978          MIC                  
     59979          MIC                  
     59980          MIC          091     
     59981          MIC                  
     59982          MIC                  
     59983          MIC          091     
     59984          MIC                  
     59985          MIC          091     
     59986          MIC          091     
     59987          MIC          091     
     59988          MIC                  
     59989          MIC                  
     59990          MIC          091     
     59991          MIC          091     
     59992          MIC                  
     59993          MIC          091     
     59994          MIC                  
     59995          MIC          091     
     59996          MIC                  
     59997          MIC                  
     59998          MIC                  
     59999          MIC                  
     60000          MIC          102          09     
     60001          MIC                  
     60002          MIC                  
     60003          MIC                  
     60004          MIC                  
     60005          MIC                  
     60006          MIC                  
     60007          MIC                  
     60008          MIC                  
     60009          MIC                  
     60010          MIC          102          09     
     60011          MIC                  
     60012          MIC                  
     60013          MIC          102          09     
     60014          MIC          102          09     
     60015          MIC          102          09     
     60016          MIC          102          09     
     60017          MIC          102          09     
     60018          MIC                  
     60019          MIC                  
     60020          MIC          102          09     
     60021          MIC                  
     60022          MIC                  
     60023          MIC                  
     60024          MIC          102          09     
     60025          MIC                  
     60026          MIC                  
     60027          MIC                  
     60028          MIC                  
     60029          MIC                  
     60030          MIC          102          09     
     60031          MIC                  
     60032          MIC                  
     60033          MIC          102          09     
     60034          MIC                  
     60035          MIC                  
     60036          MIC                  
     60037          MIC                  
     60038          MIC                  
     60039          MIC                  
     60040          MIC          102          09     
     60041          MIC                  
     60042          MIC                  
     60043          MIC                  
     60044          MIC          102          09     
     60045          MIC                  
     60046          MIC                  
     60047          MIC                  
     60048          MIC                  
     60049          MIC                  
     60050          MIC          102          09     
     60051          MIC                  
     60052          MIC                  
     60053          MIC                  
     60054          MIC          102          09     
     60055          MIC                  
     60056          MIC                  
     60057          MIC                  
     60058          MIC                  
     60059          MIC                  
     60060          MIC          102          09     
     60061          MIC                  
     60062          MIC                  
     60063          MIC          102          09     
     60064          MIC                  
     60065          MIC                  
     60066          MIC                  
     60067          MIC                  
     60068          MIC                  
     60069          MIC                  
     60070          MIC          102          09     
     60071          MIC                  
     60072          MIC                  
     60073          MIC          102          09     
     60074          MIC          102          09     
     60075          MIC                  
     60076          MIC                  
     60077          MIC                  
     60078          MIC                  
     60079          MIC                  
     60080          MIC          102          09     
     60081          MIC                  
     60082          MIC                  
     60083          MIC                  
     60084          MIC                  
     60085          MIC                  
     60086          MIC                  
     60087          MIC                  
     60088          MIC                  
     60089          MIC                  
     60090          MIC          102          09     
     60091          MIC                  
     60092          MIC                  
     60093          MIC                  
     60094          MIC          102          09     
     60095          MIC          102          09     
     60096          MIC                  
     60097          MIC                  
     60098          MIC                  
     60099          MIC                  
     60100          MIC          102          09     
     60101          MIC                  
     60102          MIC                  
     60103          MIC                  
     60104          MIC                  
     60105          MIC          102          09     
     60106          MIC                  
     60107          MIC                  
     60108          MIC                  
     60109          MIC                  
     60110          MIC          102          09     
     60111          MIC                  
     60112          MIC                  
     60113          MIC                  
     60114          MIC                  
     60115          MIC                  
     60116          MIC                  
     60117          MIC                  
     60118          MIC                  
     60119          MIC                  
     60120          MIC          102          09     
     60121          MIC                  
     60122          MIC                  
     60123          MIC          102          09     
     60124          MIC          102          09     
     60125          MIC          102          09     
     60126          MIC          102          09     
     60127          MIC          102          09     
     60128          MIC          102          09     
     60129          MIC                  
     60130          MIC          102          09     
     60131          MIC                  
     60132          MIC                  
     60133          MIC          102          09     
     60134          MIC          102          09     
     60135          MIC          102          09     
     60136          MIC          102          09     
     60137          MIC          102          09     
     60138          MIC                  
     60139          MIC                  
     60140          MIC          102          09     
     60141          MIC                  
     60142          MIC                  
     60143          MIC          102          09     
     60144          MIC                  
     60145          MIC                  
     60146          MIC                  
     60147          MIC                  
     60148          MIC                  
     60149          MIC                  
     60150          MIC          102          09     
     60151          MIC                  
     60152          MIC                  
     60153          MIC          102          09     
     60154          MIC          102          09     
     60155          MIC          102          09     
     60156          MIC          102          09     
     60157          MIC          102          09     
     60158          MIC                  
     60159          MIC                  
     60160          MIC          102          09     
     60161          MIC                  
     60162          MIC                  
     60163          MIC                  
     60164          MIC                  
     60165          MIC                  
     60166          MIC                  
     60167          MIC                  
     60168          MIC                  
     60169          MIC          102          09     
     60170          MIC          102          09     
     60171          MIC                  
     60172          MIC                  
     60173          MIC          102          09     
     60174          MIC          102          09     
     60175          MIC          102          09     
     60176          MIC                  
     60177          MIC                  
     60178          MIC                  
     60179          MIC                  
     60180          MIC          102          09     
     60181          MIC                  
     60182          MIC                  
     60183          MIC          102          09     
     60184          MIC                  
     60185          MIC                  
     60186          MIC                  
     60187          MIC                  
     60188          MIC                  
     60189          MIC                  
     60190          MIC          102          09     
     60191          MIC                  
     60192          MIC                  
     60193          MIC          102          09     
     60194          MIC          102          09     
     60195          MIC                  
     60196          MIC                  
     60197          MIC                  
     60198          MIC                  
     60199          MIC                  
     60200          MIC          102     
     60201          MIC          102     
     60202          MIC          102     
     60203          MIC          102     
     60204          MIC                  
     60205          MIC          102     
     60206          MIC          102     
     60207          MIC          102     
     60208          MIC                  
     60209          MIC                  
     60210          MIC          102     
     60211          MIC          102     
     60212          MIC                  
     60213          MIC          102     
     60214          MIC                  
     60215          MIC          102     
     60216          MIC          102     
     60217          MIC                  
     60218          MIC                  
     60219          MIC                  
     60220          MIC          102     
     60221          MIC                  
     60222          MIC          102     
     60223          MIC          102     
     60224          MIC          102     
     60225          MIC          102     
     60226          MIC          102     
     60227          MIC          102     
     60228          MIC                  
     60229          MIC                  
     60230          MIC          102     
     60231          MIC                  
     60232          MIC                  
     60233          MIC          102     
     60234          MIC          102     
     60235          MIC          102     
     60236          MIC          102     
     60237          MIC          102     
     60238          MIC                  
     60239          MIC                  
     60240          MIC          021     
     60241          MIC                  
     60242          MIC          021     
     60243          MIC                  
     60244          MIC          021     
     60245          MIC                  
     60246          MIC          021     
     60247          MIC          021     
     60248          MIC                  
     60249          MIC                  
     60250          MIC          065          13     
     60251          MIC          065          13     
     60252          MIC          065          13     
     60253          MIC                  
     60254          MIC          065          13     
     60255          MIC          065          13     
     60256          MIC          065          13     
     60257          MIC          065          13     
     60258          MIC          065          13     
     60259          MIC          065          13     
     60260          MIC          065     
     60261          MIC          065     
     60262          MIC          065     
     60263          MIC          065     
     60264          MIC          065     
     60265          MIC          065     
     60266          MIC          065     
     60267          MIC          065     
     60268          MIC                  
     60269          MIC                  
     60270          MIC          024     
     60271          MIC          024     
     60272          MIC                  
     60273          MIC          024     
     60274          MIC                  
     60275          MIC                  
     60276          MIC          024     
     60277          MIC                  
     60278          MIC                  
     60279          MIC                  
     60280          MIC          056     
     60281          MIC                  
     60282          MIC          056     
     60283          MIC          056     
     60284          MIC          056     
     60285          MIC          056     
     60286          MIC          056     
     60287          MIC          056     
     60288          MIC                  
     60289          MIC                  
     60290          MIC          090     
     60291          MIC                  
     60292          MIC                  
     60293          MIC          090     
     60294          MIC          090     
     60295          MIC          090     
     60296          MIC                  
     60297          MIC          090     
     60298          MIC                  
     60299          MIC                  
     60300          MIC          075          02     
     60301          MIC                  
     60302          MIC                  
     60303          MIC                  
     60304          MIC                  
     60305          MIC                  
     60306          MIC                  
     60307          MIC                  
     60308          MIC                  
     60309          MIC                  
     60310          MIC                  
     60311          MIC                  
     60312          MIC                  
     60313          MIC                  
     60314          MIC                  
     60315          MIC                  
     60316          MIC                  
     60317          MIC                  
     60318          MIC                  
     60319          MIC                  
     60320          MIC          075          02     
     60321          MIC                  
     60322          MIC          075          02     
     60323          MIC                  
     60324          MIC          075          02     
     60325          MIC                  
     60326          MIC                  
     60327          MIC                  
     60328          MIC                  
     60329          MIC                  
     60330          MIC          075          02     
     60331          MIC                  
     60332          MIC                  
     60333          MIC                  
     60334          MIC                  
     60335          MIC                  
     60336          MIC                  
     60337          MIC                  
     60338          MIC                  
     60339          MIC                  
     60340          MIC          075          02     
     60341          MIC                  
     60342          MIC                  
     60343          MIC                  
     60344          MIC                  
     60345          MIC                  
     60346          MIC                  
     60347          MIC                  
     60348          MIC                  
     60349          MIC                  
     60350          MIC          075          02     
     60351          MIC                  
     60352          MIC                  
     60353          MIC                  
     60354          MIC                  
     60355          MIC                  
     60356          MIC                  
     60357          MIC                  
     60358          MIC                  
     60359          MIC                  
     60360          MIC          075          02     
     60361          MIC                  
     60362          MIC                  
     60363          MIC                  
     60364          MIC          075          02     
     60365          MIC          075          02     
     60366          MIC                  
     60367          MIC                  
     60368          MIC                  
     60369          MIC                  
     60370          MIC          075          02     
     60371          MIC                  
     60372          MIC                  
     60373          MIC          075          02     
     60374          MIC          075          02     
     60375          MIC                  
     60376          MIC          075          02     
     60377          MIC          075          02     
     60378          MIC          075          02     
     60379          MIC          075          02     
     60380          MIC          075          02     
     60381          MIC                  
     60382          MIC                  
     60383          MIC                  
     60384          MIC          075          02     
     60385          MIC          075          02     
     60386          MIC                  
     60387          MIC                  
     60388          MIC                  
     60389          MIC                  
     60390          MIC          075          02     
     60391          MIC                  
     60392          MIC                  
     60393          MIC          075          02     
     60394          MIC          075          02     
     60395          MIC                  
     60396          MIC                  
     60397          MIC                  
     60398          MIC                  
     60399          MIC                  
     60400          MIC          075     
     60401          MIC          075     
     60402          MIC                  
     60403          MIC          075     
     60404          MIC                  
     60405          MIC                  
     60406          MIC                  
     60407          MIC                  
     60408          MIC                  
     60409          MIC                  
     60410          MIC          075     
     60411          MIC                  
     60412          MIC                  
     60413          MIC          075     
     60414          MIC          075     
     60415          MIC                  
     60416          MIC                  
     60417          MIC                  
     60418          MIC                  
     60419          MIC                  
     60420          MIC          075     
     60421          MIC          075     
     60422          MIC          075     
     60423          MIC          075     
     60424          MIC          075     
     60425          MIC          075     
     60426          MIC                  
     60427          MIC                  
     60428          MIC                  
     60429          MIC                  
     60430          MIC          075     
     60431          MIC          075     
     60432          MIC          075     
     60433          MIC          075     
     60434          MIC          075     
     60435          MIC          075     
     60436          MIC                  
     60437          MIC                  
     60438          MIC                  
     60439          MIC                  
     60440          MIC          068     
     60441          MIC                  
     60442          MIC          068     
     60443          MIC          068     
     60444          MIC                  
     60445          MIC          068     
     60446          MIC          068     
     60447          MIC          068     
     60448          MIC                  
     60449          MIC                  
     60450          MIC                  
     60451          MIC                  
     60452          MIC                  
     60453          MIC                  
     60454          MIC                  
     60455          MIC                  
     60456          MIC                  
     60457          MIC                  
     60458          MIC                  
     60459          MIC                  
     60460          MIC          083     
     60461          MIC                  
     60462          MIC                  
     60463          MIC                  
     60464          MIC          083     
     60465          MIC          083     
     60466          MIC          083     
     60467          MIC          083     
     60468          MIC          083     
     60469          MIC                  
     60470          MIC          083     
     60471          MIC                  
     60472          MIC                  
     60473          MIC          083     
     60474          MIC          083     
     60475          MIC          083     
     60476          MIC          083     
     60477          MIC          083     
     60478          MIC                  
     60479          MIC                  
     60480          MIC          083     
     60481          MIC                  
     60482          MIC                  
     60483          MIC          083     
     60484          MIC          083     
     60485          MIC          083     
     60486          MIC          083     
     60487          MIC                  
     60488          MIC                  
     60489          MIC                  
     60490          MIC          058     
     60491          MIC                  
     60492          MIC          058     
     60493          MIC          058     
     60494          MIC          058     
     60495          MIC          058     
     60496          MIC          058     
     60497          MIC          058     
     60498          MIC                  
     60499          MIC                  
     60500          MIC          012     
     60501          MIC          012     
     60502          MIC                  
     60503          MIC                  
     60504          MIC                  
     60505          MIC                  
     60506          MIC                  
     60507          MIC                  
     60508          MIC                  
     60509          MIC                  
     60510          MIC                  
     60511          MIC                  
     60512          MIC                  
     60513          MIC                  
     60514          MIC                  
     60515          MIC                  
     60516          MIC                  
     60517          MIC                  
     60518          MIC                  
     60519          MIC                  
     60520          MIC          012     
     60521          MIC          012     
     60522          MIC          012     
     60523          MIC          012     
     60524          MIC          012     
     60525          MIC          012     
     60526          MIC          012     
     60527          MIC                  
     60528          MIC                  
     60529          MIC                  
     60530          MIC          012     
     60531          MIC          012     
     60532          MIC          012     
     60533          MIC          012     
     60534          MIC          012     
     60535          MIC                  
     60536          MIC          012     
     60537          MIC          012     
     60538          MIC          012     
     60539          MIC          012     
     60540          MIC          089     
     60541          MIC                  
     60542          MIC          089     
     60543          MIC                  
     60544          MIC          089     
     60545          MIC          089     
     60546          MIC                  
     60547          MIC          089     
     60548          MIC                  
     60549          MIC                  
     60550          MIC          089     
     60551          MIC                  
     60552          MIC                  
     60553          MIC          089     
     60554          MIC          089     
     60555          MIC          089     
     60556          MIC          089     
     60557          MIC          089     
     60558          MIC                  
     60559          MIC                  
     60560          MIC          089     
     60561          MIC                  
     60562          MIC                  
     60563          MIC          089     
     60564          MIC          089     
     60565          MIC          089     
     60566          MIC          089     
     60567          MIC          089     
     60568          MIC                  
     60569          MIC                  
     60570          MIC          002     
     60571          MIC          002     
     60572          MIC                  
     60573          MIC          002     
     60574          MIC          002     
     60575          MIC          002     
     60576          MIC          002     
     60577          MIC          002     
     60578          MIC          002     
     60579          MIC                  
     60580          MIC          002     
     60581          MIC          002     
     60582          MIC          002     
     60583          MIC          002     
     60584          MIC          002     
     60585          MIC          002     
     60586          MIC          002     
     60587          MIC          002     
     60588          MIC                  
     60589          MIC                  
     60590          MIC          002     
     60591          MIC                  
     60592          MIC                  
     60593          MIC          002     
     60594          MIC          002     
     60595          MIC          002     
     60596          MIC          002     
     60597          MIC          002     
     60598          MIC                  
     60599          MIC                  
     60600          MIC          006          01     
     60601          MIC                  
     60602          MIC                  
     60603          MIC                  
     60604          MIC                  
     60605          MIC                  
     60606          MIC                  
     60607          MIC                  
     60608          MIC                  
     60609          MIC                  
     60610          MIC          006          01     
     60611          MIC                  
     60612          MIC                  
     60613          MIC                  
     60614          MIC                  
     60615          MIC          006          01     
     60616          MIC          006          01     
     60617          MIC                  
     60618          MIC                  
     60619          MIC          006          01     
     60620          MIC          006          01     
     60621          MIC                  
     60622          MIC                  
     60623          MIC                  
     60624          MIC                  
     60625          MIC                  
     60626          MIC          006          01     
     60627          MIC          006          01     
     60628          MIC          006          01     
     60629          MIC                  
     60630          MIC          006          01     
     60631          MIC                  
     60632          MIC                  
     60633          MIC          006          01     
     60634          MIC                  
     60635          MIC                  
     60636          MIC                  
     60637          MIC          006          01     
     60638          MIC                  
     60639          MIC          006          01     
     60640          MIC          006          01     
     60641          MIC                  
     60642          MIC                  
     60643          MIC                  
     60644          MIC                  
     60645          MIC                  
     60646          MIC                  
     60647          MIC                  
     60648          MIC                  
     60649          MIC                  
     60650          MIC          006          01     
     60651          MIC                  
     60652          MIC                  
     60653          MIC                  
     60654          MIC          006          01     
     60655          MIC          006          01     
     60656          MIC          006          01     
     60657          MIC                  
     60658          MIC          006          01     
     60659          MIC                  
     60660          MIC          006          01     
     60661          MIC                  
     60662          MIC                  
     60663          MIC          006          01     
     60664          MIC          006          01     
     60665          MIC                  
     60666          MIC                  
     60667          MIC          006          01     
     60668          MIC                  
     60669          MIC                  
     60670          MIC          006          01     
     60671          MIC                  
     60672          MIC                  
     60673          MIC          006          01     
     60674          MIC          006          01     
     60675          MIC                  
     60676          MIC          006          01     
     60677          MIC          006          01     
     60678          MIC                  
     60679          MIC                  
     60680          MIC          006          01     
     60681          MIC                  
     60682          MIC                  
     60683          MIC          006          01     
     60684          MIC          006          01     
     60685          MIC          006          01     
     60686          MIC                  
     60687          MIC                  
     60688          MIC                  
     60689          MIC          006          01     
     60690          MIC          006          01     
     60691          MIC                  
     60692          MIC                  
     60693          MIC          006          01     
     60694          MIC          006          01     
     60695          MIC          006          01     
     60696          MIC          006          01     
     60697          MIC          006          01     
     60698          MIC          006          01     
     60699          MIC          006          01     
     60700          MIC          006     
     60701          MIC                  
     60702          MIC                  
     60703          MIC                  
     60704          MIC                  
     60705          MIC                  
     60706          MIC                  
     60707          MIC                  
     60708          MIC                  
     60709          MIC                  
     60710          MIC          006     
     60711          MIC                  
     60712          MIC                  
     60713          MIC          006     
     60714          MIC          006     
     60715          MIC          006     
     60716          MIC                  
     60717          MIC          006     
     60718          MIC                  
     60719          MIC                  
     60720          MIC          006     
     60721          MIC                  
     60722          MIC                  
     60723          MIC                  
     60724          MIC          006     
     60725          MIC          006     
     60726          MIC          006     
     60727          MIC          006     
     60728          MIC          006     
     60729          MIC                  
     60730          MIC          006     
     60731          MIC                  
     60732          MIC                  
     60733          MIC                  
     60734          MIC          006     
     60735          MIC          006     
     60736          MIC          006     
     60737          MIC          006     
     60738          MIC                  
     60739          MIC                  
     60740          MIC          006     
     60741          MIC                  
     60742          MIC          006     
     60743          MIC          006     
     60744          MIC          006     
     60745          MIC          006     
     60746          MIC          006     
     60747          MIC                  
     60748          MIC                  
     60749          MIC                  
     60750          MIC          006     
     60751          MIC                  
     60752          MIC                  
     60753          MIC          006     
     60754          MIC          006     
     60755          MIC                  
     60756          MIC          006     
     60757          MIC          006     
     60758          MIC                  
     60759          MIC                  
     60760          MIC          064     
     60761          MIC                  
     60762          MIC                  
     60763          MIC          064     
     60764          MIC                  
     60765          MIC          064     
     60766          MIC          064     
     60767          MIC                  
     60768          MIC                  
     60769          MIC                  
     60770          MIC          064     
     60771          MIC                  
     60772          MIC                  
     60773          MIC          064     
     60774          MIC                  
     60775          MIC          064     
     60776          MIC          064     
     60777          MIC                  
     60778          MIC          064     
     60779          MIC                  
     60780          MIC          064     
     60781          MIC                  
     60782          MIC          064     
     60783          MIC          064     
     60784          MIC          064     
     60785          MIC          064     
     60786          MIC          064     
     60787          MIC                  
     60788          MIC                  
     60789          MIC                  
     60790          MIC          064     
     60791          MIC                  
     60792          MIC                  
     60793          MIC          064     
     60794          MIC          064     
     60795          MIC          064     
     60796          MIC                  
     60797          MIC                  
     60798          MIC                  
     60799          MIC                  
     60800          MIC          014     
     60801          MIC                  
     60802          MIC                  
     60803          MIC          014     
     60804          MIC          014     
     60805          MIC          014     
     60806          MIC          014     
     60807          MIC          014     
     60808          MIC                  
     60809          MIC                  
     60810          MIC          014     
     60811          MIC                  
     60812          MIC                  
     60813          MIC                  
     60814          MIC          014     
     60815          MIC          014     
     60816          MIC                  
     60817          MIC                  
     60818          MIC                  
     60819          MIC                  
     60820          MIC          026     
     60821          MIC          026     
     60822          MIC          026     
     60823          MIC          026     
     60824          MIC          026     
     60825          MIC          026     
     60826          MIC          026     
     60827          MIC          026     
     60828          MIC          026     
     60829          MIC                  
     60830          MIC                  
     60831          MIC                  
     60832          MIC                  
     60833          MIC                  
     60834          MIC                  
     60835          MIC                  
     60836          MIC                  
     60837          MIC                  
     60838          MIC                  
     60839          MIC                  
     60840          MIC          015     
     60841          MIC                  
     60842          MIC                  
     60843          MIC          015     
     60844          MIC          015     
     60845          MIC          015     
     60846          MIC          015     
     60847          MIC          015     
     60848          MIC                  
     60849          MIC          015     
     60850          MIC          015     
     60851          MIC                  
     60852          MIC                  
     60853          MIC          015     
     60854          MIC          015     
     60855          MIC          015     
     60856          MIC          015     
     60857          MIC          015     
     60858          MIC                  
     60859          MIC                  
     60860          MIC                  
     60861          MIC                  
     60862          MIC                  
     60863          MIC          015     
     60864          MIC          015     
     60865          MIC          015     
     60866          MIC          015     
     60867          MIC          015     
     60868          MIC                  
     60869          MIC                  
     60870          MIC          008     
     60871          MIC                  
     60872          MIC                  
     60873          MIC          008     
     60874          MIC          008     
     60875          MIC          008     
     60876          MIC          008     
     60877          MIC          008     
     60878          MIC          008     
     60879          MIC                  
     60880          MIC          008     
     60881          MIC                  
     60882          MIC                  
     60883          MIC          008     
     60884          MIC          008     
     60885          MIC          008     
     60886          MIC          008     
     60887          MIC          008     
     60888          MIC          008     
     60889          MIC                  
     60890          MIC          008     
     60891          MIC                  
     60892          MIC                  
     60893          MIC          008     
     60894          MIC          008     
     60895          MIC          008     
